#separator:tab
#html:true
Front	Back	Tags
What should happen when a stream dies mid-answer?	Persist what arrived, mark it clearly incomplete, and offer to continue from that point. Users forgive an incomplete answer and do not forgive losing one they were reading. Stream resumption should be keyed by generation ID.	ai ai-product-ux streaming UX trust feedback
What are the tiers of graceful degradation for a provider outage?	Retry with backoff and jitter, fail over to a secondary provider or smaller model with a quality note, serve a cached answer for a repeated question, then fall back to the deterministic non-AI path — keyword search, docs link, human handoff. The last tier is the one teams skip and the one that keeps the product usable.	ai ai-product-ux streaming UX trust feedback
Why is a gateway non-negotiable at org scale?	Auth, tenant resolution, quota, residency policy, PII redaction, retries, telemetry and audit are cross-cutting and correctness-critical. A control implemented per application is one the next team will forget -- and a gateway 60% of traffic bypasses provides 0% of the governance.	ai ai-platform-architecture platform gateway multi-tenant governance
What is the first deliverable of an AI platform, and why?	A transparent OpenAI-compatible proxy doing auth, tenant tagging, telemetry, cost attribution and retries -- nothing opinionated. Migration costs a base URL and a key, and you get 100% visibility before adding any restriction. Visibility, then control, then optimisation.	ai ai-platform-architecture platform gateway multi-tenant governance
Build versus buy, in one rule?	Build what encodes your tenancy, policy, rollout and pricing model -- gateway policy layer, registry, cost attribution, eval datasets. Buy translation and commodity infrastructure -- provider adapters, tracing backends, eval runners, indexes, sandboxes. Never write a serving engine.	ai ai-platform-architecture platform gateway multi-tenant governance
Why must routing be configuration rather than code?	So a model deprecation is a one-day config change with a staged rollout and eval gate, not an eight-team coordination project. The gateway should refuse raw provider model names and accept only logical names the registry resolves.	ai ai-platform-architecture platform gateway multi-tenant governance
What three properties does a prompt registry need?	Immutable versioning, so a trace recording v17 can be replayed exactly; staged rollout with a canary percentage, because a prompt change is a production change; and eval gating on promotion, which wires the eval plane into the deployment path.	ai ai-platform-architecture platform gateway multi-tenant governance
How do you isolate tenants in shared retrieval?	Tiered: namespaces for the long tail with ACL filters applied inside the query through one shared query-builder applications cannot bypass, dedicated indexes for large enterprise tenants, separate infrastructure where contracts require it -- plus a continuous job verifying retrieved doc IDs against caller entitlements.	ai ai-platform-architecture platform gateway multi-tenant governance
Who owns prompts and eval datasets?	Product teams. They require domain knowledge the platform team does not have, and centralising authorship creates a queue and produces worse prompts. Platform owns the mechanism and defaults; security and legal own the model-and-data-class catalogue, not per-feature review.	ai ai-platform-architecture platform gateway multi-tenant governance
How do you keep AI governance from becoming a bottleneck?	Risk-tier it. Internal, read-only, human-in-the-loop, no-PII features self-serve against automated CI checks. Reserve human review for customer-facing autonomous action, regulated workflows, new data classes and new providers. Approval is a catalogue entry, not a meeting.	ai ai-platform-architecture platform gateway multi-tenant governance
Name four ways the platform itself fails, and would you start with showback or chargeback?	Gateway as SPOF (stateless multi-region, cached policy with stale-if-error, fail-open telemetry, audited break-glass); noisy neighbour (per-tenant quotas, separate batch queue class); version skew (versioned API, contract tests, consumer version on every span); platform-as-bottleneck (self-serve tiers plus a documented escape hatch). Start with showback -- most of the behavioural benefit, far less friction, and time to reconcile attribution against provider invoices before anyone’s budget depends on your numbers.	ai ai-platform-architecture platform gateway multi-tenant governance
